Build No.,Project Code,Serial No.,Build Letter,Customer,Date,Gbox/Diff,Pass/Fail,Tested by,Mass
1224B-001-A,1224B,001,A,Toyota,21/07/2017,Gearbox,PASS,RC,43
1232B-033-A,1232B,033,A,TMR,24/07/2017,Gearbox,PASS,PS,56.25
1159FA-066-A,1159FA,066,A,Oreca,24/07/2017,Gearbox,FAIL,RC,66
1202C-061-A,1202C,061,A,Skoda,24/07/2017,Gearbox,PASS,CRB,58.15
1232B-032-A,1232B,032,A,TMR,24/07/2017,Gearbox,PASS,PS,56.3
1202C-062-A,1202C,062,A,Skoda,24/07/2017,Gearbox,PASS,CRB,58.2
1202C-063-A,1202C,063,A,Skoda,24/07/2017,Gearbox,PASS,CRB,58.1
1202C-064-A,1202C,064,A,Skoda,24/07/2017,Gearbox,PASS,CRB,58.1
600-073-A,600,073,A,Prodrive,24/07/2017,Gearbox,PASS,CRB,69.2
1202C-062R-A,1202C,062,A,Skoda,25/07/2017,Diff,PASS,PS,36.45
1202C-061R-A,1202C,061,A,Skoda,25/07/2017,Diff,PASS,CRB,36.45
1202C-063R-A,1202C,063,A,Skoda,25/07/2017,Diff,PASS,CRB,36.5
1192B-PM30-A,1192B,PM3,A,Pagani,25/07/2017,Gearbox,FAIL,CRB,114.55
1159FA-066-B,1159FA,066,B,Oreca,25/07/2017,Gearbox,FAIL,RC,65.9
1152-190-A,1152,190,A,Oreca,25/07/2017,Gearbox,FAIL,CRB,67.15
1202C-064R-A,1202C,064,A,Skoda,26/07/2017,Diff,PASS,CRB,36.4
1152-193-A,1152,193,A,Oreca,25/07/2017,Gearbox,PASS,PS,65.95
1152-195-A,1152,195,A,Oreca,26/07/2017,Gearbox,FAIL,CRB,66.5
1152-194-A,1152,194,A,Oreca,26/07/2017,Gearbox,FAIL,CRB,66.45
201-012-A,201,012,A,Mj Tech,26/07/2017,Gearbox,PASS,CRB,75.05
1233A-005-B,1233A,005,B,Mahindra,26/07/2017,Gearbox,PASS,CRB,26.55
1233A-005-B,1233A,005,B,Mahindra,27/07/2017,Gearbox,PASS,CRB,26.55
522-017F-J,522,017,J,X-raid,27/07/2017,Diff - Front,FAIL,CRB,53.85
1046-129-A,1046,129,A,Stock,27/07/2017,Gearbox,PASS,CRB,36.05
600-018-B,600,018,B,Prodrive,27/07/2017,Gearbox,FAIL,CRB,69.4
522-014R-G,522,014,G,X-raid,28/07/2017,Diff - Rear,FAIL,PS,54.05
1202C-065-A,1202C,065,A,Skoda,31/07/2017,Gearbox,PASS,CRB,58.1
522-055F-B,522,055,B,X-raid,31/07/2017,Diff - Front,PASS,CRB,53.85
1202C-066-A,1202C,066,A,Skoda,01/08/2017,Gearbox,PASS,PS,58.15
1202C-067-A,1202C,067,A,Skoda,01/08/2017,Gearbox,PASS,PS,58
1202C-068-A,1202C,068,A,Skoda,01/08/2017,Gearbox,FAIL,PS,58.1
1159FA-062-C,1159FA,062,C,Oreca,02/08/2017,Gearbox,FAIL,PS,65.6
529-1R-002-C,529,1R-,2,BMW,03/08/2017,Diff,PASS,RC,56.4
529-1R-002-C-15MM,529,1R-,2,BMW,03/08/2017,Diff,PASS,RC,56.4
1224B-002-A,1224B,002,A,TMG,03/08/2017,Gearbox,PASS,PS,43
1202C-067R-A,1202C,067,A,Skoda,04/08/2017,Diff,PASS,PS,36.7
1202C-068R-A,1202C,068,A,Skoda,04/08/2017,Diff,PASS,PS,36.7
1202C-065R-A,1202C,065,A,Skoda,04/08/2017,Diff,PASS,PS,36.65
1202C-066R-A,1202C,066,A,Skoda,04/08/2017,Diff,PASS,PS,36.8
1274-002-A,1274,002,A,Dragon,08/08/2017,Gearbox,FAIL,RC,19.8
426-067-C,426,067,C,Richburg,08/08/2017,Gearbox,PASS,RC,43.95
1209-089-A-2.25L,1209,089,A,Michelotto,07/08/2017,Gearbox,PASS,RC,66.3
1202C-069-A,1202C,069,A,Skoda,09/08/2017,Gearbox,PASS,CRB,58.3
1202C-070-A,1202C,070,A,Skoda,09/08/2017,Gearbox,PASS,CRB,58.15
1192B-PM31-C,1192B,PM3,C,Pagani,10/08/2017,Gearbox,PASS,RC,113.8
1159FA-068-A,1159FA,068,A,Oreca,10/08/2017,Gearbox,PASS,RC,65.95
1202C-072-A,1202C,072,A,Skoda,10/08/2017,Gearbox,PASS,RC,58.05
1209-089-A,1209,089,A,Michelotto,07/08/2017,Gearbox,FAIL,RC,66.3
1202C-071-A,1202C,071,A,Askoda,11/08/2017,Gearbox,PASS,RC,57.95
1202C-071-A,1202C,071,A,Skoda,14/08/2017,Gearbox,PASS,CRB,57.95
600-074-A,600,074,A,Prodrive,15/08/2017,Gearbox,FAIL,CRB,69.5
1273-001-B,1273,001,B,Mahindra,15/08/2017,Gearbox,PASS,CRB,20.75
1274-001-C,1274,001,C,Dragon,16/08/2017,Gearbox,PASS,CRB,20.35
626-075-C,626,075,C,OAK,16/08/2017,Gearbox,PASS,CRB,63.7
1529A-281-A,1529A,281,A,Mclaren Gt,17/08/2017,Gearbox,PASS,CRB,57.55
1529A-280-A,1529A,280,A,Mclaren Gt,17/08/2017,Gearbox,PASS,CRB,57.6
1209-091-A,1209,091,A,Michelotto,17/08/2017,Gearbox,PASS,CRB,65.05
1209-090-A,1209,090,A,Michelotto,18/08/2017,Gearbox,PASS,CRB,65
1286A-002-A,1286A,002,A,VW,18/08/2017,Gearbox,PASS,CRB,56.6
1286A-001-A,1286A,001,A,VW,18/08/2017,Gearbox,PASS,CRB,56.65
1286A-001R-A,1286A,001,A,VW,18/08/2017,Diff,PASS,CRB,24.15
1286A-002R-A,1286A,002,A,VW,18/08/2017,Diff,PASS,CRB,24.2
1192B-PM33-A,1192B,PM3,A,Pagani,18/08/2017,Gearbox,FAIL,PS,114.2
1202C-069R-A,1202C,069,A,Skoda,22/08/2017,Diff,PASS,CRB,36.55
1192B-PM32-A,1192B,PM3,A,Pagani,22/08/2017,Gearbox,FAIL,PS,114.05
1202C-070R-A,1202C,070,A,Skoda,22/08/2017,Diff,PASS,CRB,36.45
1202C-071R-A,1202C,071,A,Skoda,22/08/2017,Diff,PASS,CRB,36.5
1202C-072R-A,1202C,072,A,Skoda,22/08/2017,Diff,PASS,CRB,36.5
1209-092-A,1209,092,A,Michelotto,23/08/2017,Gearbox,PASS,CRB,65.1
1273-004-A-1,1273,004,A,Mahindra,23/08/2017,Gearbox,PASS,PS,20.6
626-086-C,626,086,C,OAK,23/08/2017,Gearbox,PASS,CRB,63.5
1202C-074-A,1202C,074,A,Skoda,23/08/2017,Gearbox,PASS,PS,58.15
1192B-PM31-A,1192B,PM3,A,Pagani,24/08/2017,Gearbox,PASS,PS,113.8
1202C-075-A,1202C,075,A,Skoda,23/08/2017,Gearbox,PASS,PS,58.15
529Z-006-A,529Z,006,A,BMW,25/08/2017,Gearbox,PASS,PS,61.05
1202C-073-A,1202C,073,A,Skoda,23/08/2017,Gearbox,FAIL,PS,58.1
1202C-076-A,1202C,076,A,Skoda,23/08/2017,Gearbox,FAIL,PS,58.2
529Z-005-A,529Z,005,A,BMW,25/08/2017,Gearbox,PASS,PS,61.2
1278-001-A,1278,001,A,X-raid,25/08/2017,Gearbox,PASS,PS,124.55
1209-093-A,1209,093,A,Michelotto,29/08/2017,Gearbox,PASS,PS,65.05
1159FA-069-A,1159FA,069,A,Oreca,30/08/2017,Gearbox,PASS,PS,66.1
1202C-075R-A,1202C,075,A,Skoda,30/08/2017,Diff,PASS,RC,36.35
1202C-076R-A,1202C,076,A,Skoda,30/08/2017,Diff,PASS,RC,36.5
1202C-074R-A,1202C,074,A,Skoda,30/08/2017,Diff,PASS,RC,36.5
1202C-073R-A,1202C,073,A,Skoda,30/08/2017,Diff,PASS,RC,36.4
1209-094-A,1209,094,A,Michelotto,30/08/2017,Gearbox,PASS,RC,62.2
1159FA-070-A,1159FA,070,A,Oreca,31/08/2017,Gearbox,FAIL,RC,65.55
1159FC-071-A,1159FC,071,A,Dallara,30/08/2017,Gearbox,FAIL,PS,65.15
1278-001-A,1278,001,A,X-raid,31/08/2017,Gearbox,PASS,PS,124.55
1232B-034-A,1232B,034,A,TMR,31/08/2017,Gearbox,PASS,PS,56.25
1046T-010-A,1046T,010,A,Hyundai,31/08/2017,Gearbox,PASS,RC,35.6
1232B-035-A,1232B,035,A,TMR,31/08/2017,Gearbox,PASS,PS,56.3
1046T-011-A,1046T,011,A,Hyundai,31/08/2017,Gearbox,PASS,PS,35.55
1192B-PM34-A,1192B,PM3,A,Pagani,31/08/2017,Gearbox,FAIL,RC,114.3
1224B-003-A,1224B,003,A,TMG,31/08/2017,Gearbox,PASS,RC,43.15
1046T-012-A,1046T,012,A,Hyundai,31/08/2017,Gearbox,PASS,PS,35.6
529Z-002-B,529Z,002,B,BMW,05/09/2017,Gearbox,PASS,RC,60.45
1192B-PM35-A,1192B,PM3,A,Pagani,05/09/2017,Gearbox,FAIL,RC,114.3
1159FD-072-A,1159FD,072,A,Multimatic,05/09/2017,Gearbox,PASS,RC,65.6
529Z-003-B,529Z,003,B,BMW,07/09/2017,Gearbox,PASS,RC,60.5
426-085-B,426,085,B,Richburg,07/09/2017,Gearbox,PASS,RC,43.85
549B-011-A,549B,011,A,Lambda Performance,07/09/2017,Gearbox,FAIL,RC,73.75
549B-012-A,549B,012,A,Lambda Performance,07/09/2017,Gearbox,FAIL,RC,73.65
549B-013-A,549B,013,A,Lambda Performance,07/09/2017,Gearbox,FAIL,RC,73.65
1192B-PM36-A,1192B,PM3,A,Pagani,08/09/2017,Gearbox,FAIL,PS,114.05
1159FA-074-A,1159FA,074,A,Oreca,08/09/2017,Gearbox,PASS,RC,65.65
1159FA-073-A,1159FA,073,A,Oreca,08/09/2017,Gearbox,PASS,RC,65.6
1192B-PM27-A,1192B,PM2,A,Pagani,11/09/2017,Gearbox,PASS,CRB,114.2
1274-001-D1,1274,001,D,Dragon,11/09/2017,Gearbox,PASS,RC,20.4
1274-001-D,1274,001,D,Dragon,11/09/2017,Gearbox,PASS,RC,20.4
1192B-PM37-A,1192B,PM3,A,Pagani,11/09/2017,Gearbox,PASS,CRB,114.2
1274-001-D,1274,001,D,Dragon,12/09/2017,Gearbox,PASS,RC,20.4
1159FA-059-B,1159FA,059,B,Oreca,13/09/2017,Gearbox,PASS,PS,65.75
1159C-077-A,1159C,077,A,Oreca,13/09/2017,Gearbox,PASS,PS,64.7
1202C-077R-A,1202C,077,A,Skoda,13/09/2017,Diff,PASS,RC,36.75
1202C-078R-A,1202C,078,A,Skoda,13/09/2017,Diff,PASS,RC,36.75
1192B-PM38-A,1192B,PM3,A,Pagani,12/09/2017,Gearbox,FAIL,PS,114.2
1202C-079R-A,1202C,079,A,Skoda,13/09/2017,Diff,PASS,RC,36.65
1202C-080R-A,1202C,080,A,Skoda,13/09/2017,Diff,PASS,RC,36.65
1159D-025-C,1159D,025,C,Bykolles,14/09/2017,Gearbox,FAIL,PS,67.3
1202C-077-A,1202C,077,A,Skoda,14/09/2017,Gearbox,PASS,PS,58.1
1202C-078-A,1202C,078,A,Skoda,14/09/2017,Gearbox,PASS,PS,58.05
1046T-013-A,1046T,013,A,Excelr8,15/09/2017,Gearbox,PASS,PS,36.1
522-048F-C,522,048,C,X-raid,15/09/2017,Diff - Front,PASS,CRB,53.8
1202C-079-A,1202C,079,A,Skoda,15/09/2017,Gearbox,PASS,CRB,58.25
1202C-080-A,1202C,080,A,Skoda,15/09/2017,Gearbox,PASS,CRB,58.15
522-047R-C,522,047,C,X-raid,15/09/2017,Diff - Rear,FAIL,CRB,54.1
1159J-075-A,1159J,075,A,Dallara,18/09/2017,Gearbox,FAIL,RC,64.95
1529E-014-A,1529E,014,A,Honda,18/09/2017,Gearbox,FAIL,PS,57.3
1529E-013-A,1529E,013,A,Honda,18/09/2017,Gearbox,FAIL,PS,57.4
1529E-011-A,1529E,011,A,JAS,12/09/2017,Gearbox,FAIL,CRB,57.85
1202C-084-A,1202C,084,A,Skoda,19/09/2017,Gearbox,PASS,CRB,58
1202C-081-A,1202C,081,A,Skoda,19/09/2017,Gearbox,FAIL,CRB,58.15
1202C-082-A,1202C,082,A,Skoda,19/09/2017,Gearbox,FAIL,CRB,58.15
1202C-083-A,1202C,083,A,Skoda,19/09/2017,Gearbox,FAIL,CRB,58
1152-198-A,1152,198,A,Oreca,20/09/2017,Gearbox,PASS,RC,65.9
1273-005-A,1273,005,A,Mahindra,19/09/2017,Gearbox,PASS,PS,20.55
1529E-012-A,1529E,012,A,Honda,18/09/2017,Gearbox,FAIL,PS,57.35
1152-197-A,1152,197,A,Oreca,20/09/2017,Gearbox,PASS,RC,66.05
1152-199-A,1152,199,A,Oreca,20/09/2017,Gearbox,PASS,RC,65.85
1152-196-A,1152,196,A,Oreca,20/09/2017,Gearbox,FAIL,RC,65.95
1273-003-A,1273,003,A,Mahindra,19/09/2017,Gearbox,PASS,PS,20.65
522-003R-J,522,003,J,X-raid,20/09/2017,Diff - Rear,FAIL,PS,54.05
1192B-PM40-A,1192B,PM4,A,Pagani,19/09/2017,Gearbox,FAIL,PS,114.5
1273-004-A,1273,004,A,Mahindra,19/09/2017,Gearbox,FAIL,PS,20.55
1273-007-A,1273,007,A,Mahindra,19/09/2017,Gearbox,FAIL,PS,20.55
1278-002-A,1278,002,A,X-raid,20/09/2017,Gearbox,PASS,ML,120
1192B-PM39-A,1192B,PM3,A,Pagani,19/09/2017,Gearbox,FAIL,PS,113.8
1274-003-A,1274,003,A,FFDR,22/09/2017,Gearbox,PASS,PS,19.75
1274-002-B,1274,002,B,FFDR,22/09/2017,Gearbox,PASS,PS,19.75
1274-005-A,1274,005,A,FFDR,22/09/2017,Gearbox,PASS,PS,19.75
1274-004-A,1274,004,A,FFDR,22/09/2017,Gearbox,PASS,PS,19.8
1202C-086-A,1202C,086,A,Skoda,25/09/2017,Gearbox,PASS,CRB,58.1
1202C-087-A,1202C,087,A,Skoda,25/09/2017,Gearbox,PASS,CRB,58.2
1159FC-076-A,1159FC,076,A,Dallara,25/09/2017,Gearbox,FAIL,CRB,65.05
1159FC-078-A,1159FC,078,A,Dallara,25/09/2017,Gearbox,PASS,CRB,65.2
1202C-088-A,1202C,088,A,Skoda,25/09/2017,Gearbox,PASS,CRB,58.3
1202C-085-A,1202C,085,A,Skoda,25/09/2017,Gearbox,FAIL,CRB,58.2
1202C-084R-A,1202C,084,A,Skoda,26/09/2017,Diff,PASS,CRB,36.65
1202C-083R-A,1202C,083,A,Skoda,26/09/2017,Diff,PASS,CRB,36.65
1202C-081R-A,1202C,081,A,Skoda,26/09/2017,Diff,PASS,CRB,36.6
1192B-PM42-A,1192B,PM4,A,Pagani,26/09/2017,Gearbox,FAIL,PS,114
1202C-085R-A,1202C,085,A,Skoda,26/09/2017,Diff,PASS,CRB,36.65
1202C-086R-A,1202C,086,A,Skoda,26/09/2017,Diff,PASS,CRB,36.65
1202C-087R-A,1202C,087,A,Skoda,26/09/2017,Diff,PASS,CRB,36.7
1202C-088R-A,1202C,088,A,Skoda,26/09/2017,Diff,PASS,CRB,36.7
1202C-082R-A,1202C,082,A,Skoda,26/09/2017,Diff,PASS,CRB,36.6
1529B-284-A,1529B,284,A,Lamborghini,26/09/2017,Gearbox,PASS,CRB,62.9
1529B-285-A,1529B,285,A,Lamborghini,26/09/2017,Gearbox,FAIL,CRB,63
1529B-283-A,1529B,283,A,Lamborghini,26/09/2017,Gearbox,FAIL,CRB,63.1
1529B-282-A,1529B,282,A,Lamborghini,26/09/2017,Gearbox,FAIL,CRB,63.1
1159J-079-A,1159J,079,A,Dallara,27/09/2017,Gearbox,PASS,CRB,65
1159J-080-A,1159J,080,A,Dallara,28/09/2017,Gearbox,FAIL,CRB,64.85
549B-014-A,549B,014,A,Lambda Performance,28/09/2017,Gearbox,FAIL,CRB,74
1152-201-A,1152,201,A,Oreca,28/09/2017,Gearbox,PASS,RC,66.15
1152-202-A,1152,202,A,Oreca,28/09/2017,Gearbox,PASS,RC,66.15
1278-004-A,1278,004,A,X-raid,28/09/2017,Gearbox,PASS,RC,119.8
1224B-004-A,1224B,004,A,Toyota,28/09/2017,Gearbox,PASS,PS,42.35
1192B-PM43-A,1192B,PM4,A,Pagani,28/09/2017,Gearbox,FAIL,CRB,114.15
1273-002-B,1273,002,B,Mahindra,28/09/2017,Gearbox,#N/A,PS,20.65
1046T-015-A,1046T,015,A,JAS,29/09/2017,Gearbox,FAIL,CRB,36.35
1273-002-C,1273,002,C,Mahindra,29/09/2017,Gearbox,PASS,PS,20.65
1159FA-081-A,1159FA,081,A,Oreca,29/09/2017,Gearbox,PASS,RC,65.65
1159FA-082-A,1159FA,082,A,Oreca,29/09/2017,Gearbox,PASS,RC,65.75
427J-001-A,427J,001,A,Jaguar Svo,29/09/2017,Gearbox,FAIL,CRB,38.55
1192B-PM41-A,1192B,PM4,A,Pagani,29/09/2017,Gearbox,FAIL,CRB,114.2
1159FD-083-A,1159FD,083,A,Multimatic,01/10/2017,Gearbox,PASS,PS,65.55
1159FD-084-A,1159FD,084,A,Multimatic,01/10/2017,Gearbox,PASS,PS,65.7
1152-044-D,1152,044,D,Duqueine,02/10/2017,Gearbox,PASS,CRB,66.4
1217-012-A,1217,012,A,Toyota,30/09/2017,Gearbox,PASS,PS,65.45
1278-003-A,1278,003,A,X-raid,02/10/2017,Gearbox,FAIL,CRB,119.95
1273-006-A,1273,006,A,Mahindra,04/10/2017,Gearbox,PASS,PS,20.55
1232B-023-B,1232B,023,B,TMR,04/10/2017,Gearbox,PASS,PS,56.35
1529B-286-A,1529B,286,A,Lamborghini,05/10/2017,Gearbox,PASS,CRB,62.4
1192B-PM41-A,1192B,PM4,A,Pagani,03/10/2017,Gearbox,FAIL,PS,114.2
1529E-015-A,1529E,015,A,Honda,05/10/2017,Gearbox,PASS,PS,58.05
1529E-017-A,1529E,017,A,Honda,06/10/2017,Gearbox,PASS,PS,57.85
1529B-289-A,1529B,289,A,Lamborghini,06/10/2017,Gearbox,PASS,PS,62.3
1529B-287-A,1529B,287,A,Lamborghini,06/10/2017,Gearbox,PASS,PS,62.4
1274-007-A,1274,007,A,FFDR,02/10/2017,Gearbox,FAIL,PS,19.7
1274-006-A,1274,006,A,FFDR,02/10/2017,Gearbox,FAIL,PS,19.75
1529B-288-A,1529B,288,A,Lamborghini,06/10/2017,Gearbox,PASS,PS,62.35
1152-141-B,1152,141,B,Oreca,06/10/2017,Gearbox,FAIL,PS,66.1
1152-073-B,1152,073,B,Oreca,06/10/2017,Gearbox,FAIL,PS,65.7
1529E-016-A,1529E,016,A,Honda,09/10/2017,Gearbox,PASS,RC,58
1273-003-C,1273,003,C,Mahindra,10/10/2017,Gearbox,PASS,CRB,N/A
1273-004-C,1273,004,C,Mahindra,10/10/2017,Gearbox,FAIL,CRB,20.75
1209-095-A,1209,095,A,Michelotto,11/10/2017,Gearbox,PASS,RC,66.4
1202C-089R-A,1202C,089,A,Skoda,12/10/2017,Diff,PASS,RC,34.65
1202C-090R-A,1202C,090,A,Skoda,12/10/2017,Diff,PASS,RC,34.65
1202C-091R-A,1202C,091,A,Skoda,12/10/2017,Diff,PASS,RC,34.5
1202C-092R-A,1202C,092,A,Skoda,12/10/2017,Diff,PASS,RC,34.5
522-032F-D,522,032,D,X-raid,13/10/2017,Diff - Front,PASS,RC,53.8
1152-138-B,1152,138,B,United Autosports,13/10/2017,Gearbox,FAIL,RC,66.35
522-025R-F,522,025,F,X-raid,13/10/2017,Diff - Rear,FAIL,RC,54.15
1209-096-A,1209,096,A,Michelotto,13/10/2017,Gearbox,FAIL,RC,66.45
1046T-016-A,1046T,016,A,Hyundai,13/10/2017,Gearbox,FAIL,RC,35.75
1046T-017-A,1046T,017,A,Hyundai,16/10/2017,Gearbox,PASS,CRB,35.55
1529B-292-A,1529B,292,A,Lamborghini,17/10/2017,Gearbox,PASS,CRB,62.45
1529B-291-A,1529B,291,A,Lamborghini,17/10/2017,Gearbox,FAIL,CRB,62.4
1529B-290-A,1529B,290,A,Lamborghini,17/10/2017,Gearbox,FAIL,CRB,62.4
1273-006-B,1273,006,B,Mahindra,18/10/2017,Gearbox,PASS,CRB,20.65
1046T-018-A,1046T,018,A,Hyundai,18/10/2017,Gearbox,PASS,CRB,35.7
522-021R-G,522,021,G,X-raid,18/10/2017,Diff - Rear,FAIL,CRB,53.65
1202C-089-A,1202C,089,A,Skoda,19/10/2017,Gearbox,PASS,CRB,58.1
1202C-091-A,1202C,091,A,Skoda,19/10/2017,Gearbox,PASS,CRB,58.3
1202C-090-A,1202C,090,A,Skoda,19/10/2017,Gearbox,PASS,CRB,58.3
1202C-092-A,1202C,092,A,Skoda,20/10/2017,Gearbox,PASS,CRB,58.2
1274-003-B,1274,003,B,FFDR,20/10/2017,Gearbox,PASS,PS,20.05
1209-097-A,1209,097,A,Michelotto,20/10/2017,Gearbox,PASS,CRB,66.15
1209-098-A,1209,098,A,Michelotto,20/10/2017,Gearbox,PASS,CRB,66.1
1159FA-085-A,1159FA,085,A,Oreca,20/10/2017,Gearbox,PASS,CRB,66.1
1274-002-C,1274,002,C,FFDR,20/10/2017,Gearbox,PASS,PS,20.05
1274-004-B,1274,004,B,FFDR,20/10/2017,Gearbox,PASS,PS,19.95
1159FA-086-A,1159FA,086,A,Oreca Dpi,24/10/2017,Gearbox,PASS,RC,65.2
1274-005-B,1274,005,B,FFDR,20/10/2017,Gearbox,PASS,PS,19.9
1159FD-086-A,1159FD,086,A,Multimatic,24/10/2017,Gearbox,PASS,RC,65.2
1192B-PM45-A,1192B,PM4,A,Pagani,24/10/2017,Gearbox,PASS,CRB,113.85
1152-204-A,1152,204,A,Oreca,25/10/2017,Gearbox,PASS,CRB,66.25
1152-203-A,1152,203,A,Oreca,25/10/2017,Gearbox,FAIL,CRB,66.2
600-075-A,600,075,A,Prodrive,24/10/2017,Gearbox,FAIL,RC,69.65
600-077-A,600,077,A,Prodrive,25/10/2017,Gearbox,FAIL,CRB,69.15
600-076-A,600,076,A,Prodrive,24/10/2017,Gearbox,FAIL,RC,69.35
1529B-199-B,1529B,199,B,Lamborghini,26/10/2017,Gearbox,PASS,CRB,63.55
1192B-PM44-A,1192B,PM4,A,Pagani,25/10/2017,Gearbox,FAIL,CRB,114.6
1529E-019-A,1529E,019,A,JAS,27/10/2017,Gearbox,PASS,RC,57.57
1273-003-D,1273,003,D,Mahindra,27/10/2017,Gearbox,PASS,CRB,22.4
1273-004-D,1273,004,D,Mahindra,27/10/2017,Gearbox,PASS,CRB,22.5
1159FA-081-B,1159FA,081,B,Oreca,27/10/2017,Gearbox,FAIL,CRB,66.75
1046-129-B,1046,129,B,JAS,30/10/2017,Gearbox,PASS,RC,36.85
1192B-PM46-A,1192B,PM4,A,Pagani,30/10/2017,Gearbox,PASS,RC,114.1
1192B-PM47-A,1192B,PM4,A,Pagani,30/10/2017,Gearbox,PASS,CRB,113.7
1192B-PM48-A,1192B,PM4,A,Pagani,31/10/2017,Gearbox,FAIL,CRB,113.85
522-011R-C,522,011,C,X-raid,31/10/2017,Diff - Rear,PASS,PS,54.55
1209-099-A,1209,099,A,Michelotto,31/10/2017,Gearbox,PASS,CRB,65.55
1046T-017-B,1046T,017,B,Hyundai,31/10/2017,Gearbox,PASS,PS,37.7
1209-100-A,1209,100,A,Michelotto,31/10/2017,Gearbox,FAIL,CRB,65.45
600-078-A,600,078,A,Prodrive,31/10/2017,Gearbox,PASS,CRB,69.35
1159FA-087-A,1159FA,087,A,Oreca,01/11/2017,Gearbox,PASS,RC,65.85
1529B-293-A,1529B,293,A,Lamborghini,01/11/2017,Gearbox,PASS,RC,63.3
1046T-016-B,1046T,016,B,Hyundai,31/10/2017,Gearbox,FAIL,PS,37.6
1529B-294-A,1529B,294,A,Lamborghini,01/11/2017,Gearbox,PASS,RC,63.35
1529B-295-A,1529B,295,A,Lamborghini,01/11/2017,Gearbox,PASS,CRB,63.3
1529B-296-A,1529B,296,A,Lamborghini,01/11/2017,Gearbox,PASS,CRB,63.4
1046T-020-A,1046T,020,A,Hyundai,31/10/2017,Gearbox,FAIL,CRB,37.15
1046T-019-A,1046T,019,A,Hyundai,31/10/2017,Gearbox,FAIL,CRB,37.2
1046T-018-B,1046T,018,B,Hyundai,31/10/2017,Gearbox,FAIL,CRB,37.45
522-009F-G,522,009,G,X-raid,01/11/2017,Diff - Front,PASS,PS,54.1
522-009F-G,522,009,G,X-raid,02/11/2017,Diff - Front,PASS,PS,54.1
529ZD-007-A,529ZD,007,A,BMW,02/11/2017,Gearbox,PASS,RC,61.05
1159C-010-D,1159C,010,D,Oreca,02/11/2017,Gearbox,PASS,RC,67.45
427J-002-A,427J,002,A,Jaguar,02/11/2017,Gearbox,FAIL,RC,38.25
1192B-PM50-A,1192B,PM5,A,Pagani,02/11/2017,Gearbox,PASS,RC,114.55
1046T-016-C,1046T,016,C,Hyundai,02/11/2017,Gearbox,PASS,PS,37.6
1046T-017-C,1046T,017,C,Hyundai,03/11/2017,Gearbox,PASS,PS,37.6
1046T-018-C,1046T,018,C,Hyundai,03/11/2017,Gearbox,PASS,PS,37.6
1202C-093R-A,1202C,093,A,Skoda,03/11/2017,Diff,PASS,RC,36.45
1202C-094R-A,1202C,094,A,Skoda,03/11/2017,Diff,PASS,RC,36.45
1202C-095R-A,1202C,095,A,Skoda,03/11/2017,Diff,PASS,RC,36.45
522-021F-F,522,021,F,X-raid,03/11/2017,Diff - Front,PASS,PS,53.8
1278-001-C,1278,001,C,X-raid,05/11/2017,Gearbox,PASS,RC,120.75
1278-001-B,1278,001,B,X-raid,03/11/2017,Gearbox,FAIL,CRB,120.75
1209-101-A,1209,101,A,Michelotto,06/11/2017,Gearbox,PASS,CRB,66.2
1209-102-A,1209,102,A,Michelotto,06/11/2017,Gearbox,PASS,CRB,66.35
1202C-096R-A,1202C,096,A,Skoda,06/11/2017,Diff,FAIL,CRB,36.45
1152-205-A,1152,205,A,Oreca,07/11/2017,Gearbox,PASS,CRB,66.35
1152-206-A,1152,206,A,Oreca,07/11/2017,Gearbox,PASS,CRB,66.2
1286B-001R-A,1286B,001,A,VW,08/11/2017,Diff,PASS,CRB,24.05
1529E-020-A,1529E,020,A,Honda,08/11/2017,Gearbox,FAIL,PS,57.85
1529E-018-A,1529E,018,A,JAS,27/10/2017,Gearbox,FAIL,RC,57.8
1278-006-a,1278,006,a,X-raid,09/11/2017,Gearbox,PASS,CRB,119.5
1286B-003R-A,1286B,003,A,VW,08/11/2017,Diff,PASS,CRB,24.05
1286B-004R-A,1286B,004,A,VW,09/11/2017,Diff,PASS,CRB,24.05
1286B-003R-A,1286B,003,A,VW,09/11/2017,Diff,PASS,CRB,24.05
1278-005-A,1278,005,A,X-raid,09/11/2017,Gearbox,PASS,CRB,119.8
1286B-004R-A_HT,1286B,004,A,VW,09/11/2017,Diff,FAIL,CRB,24.05
1209-103-A,1209,103,A,Michelotto,10/11/2017,Gearbox,PASS,PS,66.2
1152D-207-A,1152D,207,A,Dayvtec,10/11/2017,Gearbox,PASS,PS,67.75
1152D-208-A,1152D,208,A,Dayvtec,10/11/2017,Gearbox,PASS,PS,67.55
522-056F-B,522,056,B,X-raid,12/11/2017,Diff - Front,PASS,PS,53.75
1209-048-B,1209,048,B,Michelotto,15/11/2017,Gearbox,PASS,RC,66.75
427J-003-A,427J,003,A,Jaguar Svo,14/11/2017,Gearbox,FAIL,PS,38.35
1202C-095-A,1202C,095,A,Skoda,15/11/2017,Gearbox,PASS,RC,57.55
1202C-096-A,1202C,096,A,Skoda,15/11/2017,Gearbox,PASS,RC,57.6
1202C-094-A,1202C,094,A,Skoda,15/11/2017,Gearbox,FAIL,RC,57.5
1202C-093-A,1202C,093,A,Skoda,15/11/2017,Gearbox,FAIL,RC,57.6
